[386, 14]
[13630, 29]
[13925, 21]
[13937, 20]
[14340, 31]
[14344, 21]
[14468, 16]
[14580, 27]
[14648, 35]
[14648, 25]
[14724, 35]
[14849, 37]
[14964, 35]
[14996, 12]
[15274, 25]
[15333, 37]
[15412, 17]
[15518, 36]
[15665, 34]
[15725, 20]
[16140, 36]
[16151, 20]
[16196, 28]
[16236, 15]
[16269, 35]
[16289, 34]
[16317, 17]
[16317, 13]
[16345, 37]
[16405, 21]
[16573, 21]
[16823, 17]
[16854, 28]
[16859, 11]
[16892, 11]
[17183, 12]
[17271, 37]
[17325, 15]
[17399, 14]
[17540, 20]
[17738, 14]
[18120, 37]
[18120, 32]
[18130, 33]
[18130, 13]
[18200, 35]
[18328, 16]
[18329, 35]
[18446, 14]
[18581, 19]
[18619, 21]
[18677, 27]
[18798, 31]
[18925, 22]
[18925, 29]
[18951, 26]
[19117, 26]
[19161, 12]
[19173, 22]
[19257, 36]
[19293, 20]
[19375, 28]
[19378, 11]
[19466, 32]
[19688, 33]
[19876, 16]
[20170, 21]
[20323, 14]
[20323, 30]
[20353, 23]
[20439, 22]
[20598, 32]
[20669, 25]
[20676, 31]
[20692, 25]
[20922, 35]
[20975, 23]
[20976, 14]
[20997, 28]
[21019, 17]
[21208, 34]
[21485, 18]
[21489, 36]
[21510, 23]
[21572, 35]
[21581, 32]
[21583, 20]
[21753, 28]
[21874, 37]
[22149, 17]
[22195, 11]
[22216, 24]
[22233, 36]
[22306, 24]
[22331, 31]
[22352, 13]
[22364, 19]
[22388, 18]
[22388, 20]
[22409, 27]
[22444, 17]
[22444, 27]
[22634, 33]
[22711, 37]
[22809, 37]
[22815, 12]
[22824, 27]
[22876, 27]
[23158, 32]
[23249, 22]
[23281, 36]
[23291, 18]
[23330, 36]
[23355, 17]
[23458, 29]
[23531, 25]
[23630, 33]
[23831, 13]
[23949, 28]
[24065, 36]
[24136, 17]
[24568, 30]
[24794, 32]
[24794, 25]
[24991, 37]
[25047, 12]
[25063, 35]
[25097, 17]
[25109, 18]
[25134, 31]
[25190, 21]
[25243, 32]
[25331, 18]
[25336, 21]
[25396, 37]
[25418, 36]
[25418, 30]
[25492, 25]
[25573, 16]
[25585, 22]
[25654, 20]
[25762, 29]
[25800, 32]
[25805, 29]
[25805, 12]
[25812, 12]
[25812, 32]
[25872, 12]
[25882, 19]
[25932, 28]
[26045, 32]
[26190, 31]
[26190, 20]
[26190, 11]
[26190, 11]
[26439, 18]
[26494, 34]
[27098, 17]
[27128, 31]
[27328, 16]
[27612, 33]
[27730, 12]
[27780, 29]
[27802, 34]
[28051, 36]
[28179, 12]
[28264, 34]
[28307, 31]
[28377, 31]
[28640, 11]
[28647, 20]
[28784, 21]
[28832, 34]
[28857, 15]
[29143, 22]
[29600, 16]
[29600, 11]
[29647, 33]
[30371, 23]
[30433, 26]
[30592, 16]
[30606, 29]
[30694, 30]
[30857, 26]
[30973, 16]
[31083, 37]
[31138, 12]
[31145, 27]
[31182, 31]
[31204, 31]
[31371, 34]
[31523, 30]
[31679, 17]
[31686, 27]
[31871, 22]
[31892, 12]
[31951, 12]
[31999, 37]
[31999, 30]
[32068, 27]
[32116, 30]
[32134, 18]
[32204, 19]
[32369, 33]
[32369, 37]
[32562, 34]
[32562, 20]
[32686, 36]
[32686, 23]
[32712, 30]
[32721, 35]
[32898, 25]
[32911, 27]
[32941, 31]
[33179, 28]
[33292, 25]
[33331, 13]
[33574, 31]
[33640, 11]
[34001, 27]
[34001, 29]
[34033, 32]
[34213, 14]
[34213, 22]
[34385, 16]
[34431, 33]
[34464, 25]
[34486, 32]
[34486, 16]
[34486, 17]
[34989, 25]
[35020, 30]
[35036, 35]
[35149, 27]
[35149, 16]
[35203, 18]
[35230, 29]
[35573, 32]
[35748, 29]
[35771, 24]
[35789, 21]
[36028, 14]
[36053, 23]
[36222, 37]
[36222, 34]
[36250, 35]
[36312, 35]
[36332, 33]
[36448, 16]
[36599, 27]
[37154, 11]
[37371, 29]
[37372, 37]
[37462, 28]
[37483, 19]
[37542, 29]
[37582, 25]
[37589, 19]
[38101, 19]
[38154, 19]
[38241, 14]
[38296, 19]
[38307, 18]
[38411, 12]
[38612, 33]
[38612, 13]
[38914, 11]
[39005, 22]
[39108, 22]
[39234, 23]
[39325, 36]
[39471, 26]
[39624, 26]
[39624, 34]
[39638, 16]
[39645, 14]
[39756, 22]
[39758, 17]
[39951, 11]
[40010, 20]
[40080, 25]
[40100, 25]
[40184, 22]
[40188, 25]
[40471, 23]
[40472, 35]
[40530, 24]
[40687, 28]
[40786, 19]
[40854, 33]
[40887, 23]
[41535, 37]
[41608, 34]
[41783, 29]
[41908, 19]
[41908, 29]
[42035, 13]
[42323, 35]
[42423, 25]
[42446, 17]
[42484, 37]
[42490, 31]
[42552, 13]
[42937, 13]
[42986, 29]
[43010, 34]
[43061, 26]
[43200, 30]
[43379, 17]
[43465, 35]
[43627, 20]
[43844, 22]
[43985, 22]
[44087, 30]
[44381, 34]
[44733, 15]
[44733, 26]
[44733, 11]
[44773, 33]
[44834, 12]
[44834, 20]
[44844, 28]
[44900, 30]
[44992, 16]
[45045, 31]
[45068, 33]
[45169, 16]
[45398, 13]
[45748, 31]
[46148, 13]
[46356, 17]
[46433, 32]
[46660, 26]
[46737, 31]
[46737, 24]
[46938, 14]
[47303, 21]
[47409, 17]
[47666, 35]
[47680, 15]
[47685, 18]
[47696, 36]
[47715, 27]
[47725, 22]
[48036, 28]
[48104, 29]
[48559, 17]
[48626, 35]
[48870, 14]
[49488, 37]
[49750, 35]
[49778, 32]
[49859, 33]
[49912, 23]
[50023, 20]
[50182, 16]
[50246, 25]
[50314, 14]
[50754, 14]
[50819, 11]
[50834, 13]
[50884, 30]
[51285, 30]
[52185, 33]
[52185, 36]
[52190, 37]
[52314, 32]
[52383, 27]
[52390, 32]
[52540, 34]
[52750, 29]
[52784, 22]
[53088, 17]
[53193, 31]
[53377, 24]
[53395, 34]
[53431, 24]
[53501, 21]
[53721, 13]
[54127, 15]
[54298, 14]
[54298, 32]
[54854, 29]
[54951, 20]
[55247, 35]
[55427, 16]
[55491, 20]
[55772, 16]
[55918, 12]
[56691, 27]
[56691, 23]
[56723, 33]
[56747, 22]
[56811, 24]
[56811, 11]
[56898, 27]
[57092, 16]
[57236, 15]
[57236, 37]
[57351, 12]
[57404, 24]
[57404, 19]
[57462, 18]
[57686, 17]
[57910, 32]
[57910, 28]
[58061, 17]
[58092, 14]
[58102, 26]
[58286, 29]
[58412, 20]
[58412, 16]
[58500, 33]
[58578, 36]
[58587, 21]
[58618, 20]
[58743, 30]
[58743, 23]
[58801, 19]
[59084, 13]
[59337, 15]
[59575, 36]
[59693, 30]
[59693, 11]
[59784, 23]
[59836, 12]
[59938, 20]
[59966, 17]
[60083, 23]
[60188, 30]
[60188, 15]
[60195, 21]
[60505, 29]
[60619, 26]
[60683, 13]
[60683, 13]
[60760, 20]
[60772, 23]
[61495, 32]
[61499, 11]
[61544, 35]
[61617, 33]
[61634, 37]
[61641, 27]
[61953, 17]
[62102, 18]
[62237, 33]
[62256, 34]
[62447, 18]
[62950, 24]
[62988, 17]
[63089, 26]
[63154, 25]
[63289, 17]
[63327, 16]
[63403, 12]
[63433, 18]
[63477, 35]
[63533, 20]
[63659, 14]
[64355, 14]
[64357, 28]
[64455, 26]
[64607, 34]
[64661, 27]
[64784, 20]
[64980, 12]
[65200, 37]
[65411, 22]
[65477, 17]
[65552, 34]
[65685, 16]
[65962, 16]
[66121, 15]
[66397, 23]
[66440, 27]
[66663, 15]
[67161, 35]
[67226, 19]
[67262, 31]
[67355, 36]
[67789, 13]
[67897, 36]
[68017, 13]
[68048, 22]
[68069, 15]
[68156, 11]
[68957, 23]
[69015, 24]
[69335, 11]
[69399, 12]
[69425, 21]
[69511, 34]
[70238, 29]
[70527, 24]
[70795, 27]
[70947, 27]
[71124, 24]
[71257, 15]
[71354, 35]
[71623, 29]
[71825, 13]
[71831, 35]
[71917, 34]
[71939, 20]
[72000, 19]
[72119, 17]
[72232, 33]
[72382, 17]
[72382, 27]
[72413, 34]
[72518, 24]
[72753, 35]
[72837, 20]
[73107, 23]
[73361, 28]
[73361, 28]
[73601, 31]
[73646, 27]
[73676, 18]
[73676, 26]
[73776, 23]
[74056, 15]
[74074, 25]
[74451, 26]
[74738, 37]
[74745, 22]
[74911, 24]
[74960, 33]
[74976, 12]
[75365, 18]
[75482, 29]
[75482, 19]
[75482, 27]
[75600, 34]
[75633, 37]
[75757, 34]
[75794, 27]
[76383, 15]
[76628, 27]
[76681, 35]
[76681, 20]
[76759, 17]
[76804, 31]
[76813, 32]
[76883, 17]
[76925, 26]
[77042, 15]
[77070, 33]
[77070, 30]
[77193, 14]
[77212, 15]
[77644, 18]
[77734, 19]
[77754, 24]
[77934, 19]
[77997, 33]
[78193, 35]
[78258, 36]
[78494, 29]
[78725, 31]
[78759, 31]
[79066, 27]
[79108, 17]
[79108, 20]
[79167, 19]
[79170, 23]
[79301, 23]
[79442, 26]
[79544, 23]
[79547, 31]
[79568, 11]
[79622, 22]
[79820, 20]
[79881, 33]
[80012, 26]
[80258, 14]
[80405, 28]
[80448, 26]
[80458, 35]
[80663, 25]
[80783, 19]
[80844, 30]
[80890, 18]
[80984, 14]
[80984, 22]
[80984, 33]
[81182, 37]
[81282, 16]
[81353, 26]
[81374, 18]
[81597, 36]
[81597, 23]
[81610, 24]
[81639, 26]
[81718, 13]
[81921, 27]
[82246, 11]
[82356, 16]
[82487, 18]
[82549, 24]
[82549, 16]
[82549, 21]
[82600, 25]
[82663, 30]
[83583, 30]
[83590, 13]
[83624, 20]
[83762, 31]
[83772, 25]
[83901, 23]
[84185, 34]
[84212, 18]
[84716, 24]
[84811, 31]
[84873, 27]
[84903, 33]
[85084, 21]
[85257, 35]
[85260, 16]
[85415, 19]
[85415, 29]
[85490, 18]
[85743, 15]
[85901, 12]
[85901, 19]
[86093, 25]
[86101, 26]
[86125, 17]
[86253, 31]
[86402, 28]
[86610, 35]
[86681, 24]
[86689, 20]
[86703, 23]
[86804, 29]
[87082, 15]
[87247, 20]
[87323, 16]
[87344, 32]
[87447, 17]
[87517, 36]
[87573, 23]
[87643, 21]
[87765, 36]
[87775, 37]
[88239, 26]
[88239, 21]
[88305, 29]
[88349, 29]
[88372, 11]
[88457, 25]
[88487, 20]
[88487, 25]
[88487, 31]
[89060, 12]
[89138, 16]
[89435, 16]
[89435, 36]
[89540, 32]
[89614, 31]
[89632, 11]
[89673, 19]
[89779, 11]
[89955, 30]
[89955, 14]
[90035, 28]
[90364, 34]
[90412, 29]
[90889, 17]
[90951, 37]
[90951, 32]
[90951, 21]
[91082, 24]
[91151, 15]
[91285, 30]
[91491, 13]
[91550, 16]
[91788, 33]
[91844, 14]
[91863, 25]
[92107, 18]
[92131, 33]
[92306, 27]
[92354, 16]
[92556, 34]
[92613, 21]
[92773, 34]
[92893, 29]
[92951, 21]
[93074, 16]
[93161, 27]
[93282, 15]
[93445, 14]
[93469, 37]
[93558, 12]
[93564, 34]
[93709, 24]
[93873, 36]
[93884, 32]
[93942, 29]
[94027, 13]
[94027, 34]
[94082, 14]
[94223, 26]
[94265, 19]
[94267, 15]
[94375, 34]
[94534, 16]
[94642, 34]
[94748, 26]
[94786, 28]
[94851, 36]
[94861, 24]
[95032, 13]
[95318, 30]
[95426, 22]
[95426, 31]
[95623, 20]
[95733, 33]
[95966, 24]
[96068, 15]
[96155, 23]
[96155, 25]
[96162, 20]
[96191, 16]
[96273, 34]
[96290, 21]
[96388, 28]
[96502, 32]
[96545, 18]
[96658, 30]
[96828, 19]
[97198, 19]
[97229, 31]
[97229, 35]
[97229, 13]
[97316, 30]
[97372, 11]
[97378, 28]
[97378, 27]
[97438, 25]
[97481, 37]
[97641, 22]
[97683, 28]
[97684, 37]
[97684, 26]
[97684, 31]
[97684, 26]
[97708, 33]
[97899, 26]
[97905, 14]
[97963, 27]
[97973, 21]
[98072, 15]
[98154, 13]
[98399, 27]
[98594, 27]
[98763, 14]
[98805, 25]
[98805, 19]
[98916, 33]
[98993, 37]
[98993, 25]
[99024, 25]
[99162, 13]
[99162, 23]
[99600, 13]
[99768, 11]
[99853, 17]
[99947, 14]
[100173, 17]
[100303, 14]
[100752, 16]
[100877, 18]
[101075, 21]
[101166, 36]
[101437, 12]
[101952, 13]
[102010, 33]
[102017, 15]
[102250, 37]
[102399, 17]
[102412, 23]
[102539, 16]
[102672, 23]
[102761, 33]
[102948, 36]
[102951, 22]
[102951, 27]
[102992, 37]
[103066, 21]
[103067, 22]
[103125, 29]
[103432, 22]
[103443, 33]
[103589, 26]
[103758, 31]
[103776, 16]
[103786, 12]
[104094, 22]
[104180, 23]
[104921, 19]
[104967, 21]
[105158, 17]
[105194, 26]
[105194, 32]
[105194, 34]
[105272, 26]
[105377, 25]
[105465, 18]
[105465, 20]
[105628, 34]
[105628, 23]
[105638, 20]
[105679, 22]
[105761, 16]
[105761, 25]
[105761, 12]
[105761, 34]
[105875, 13]
[105880, 26]
[106050, 26]
[106193, 31]
[106238, 31]
[106479, 16]
[106704, 17]
[106772, 36]
[106814, 26]
[106998, 35]
[107232, 12]
[107264, 31]
[107294, 30]
[107333, 28]
[107609, 25]
[107675, 37]
[108201, 13]
[108293, 23]
[108319, 33]
[108577, 14]
[108685, 22]
[108889, 37]
[109051, 20]
[109065, 22]
[109448, 34]
[109461, 14]
[109642, 22]
[109642, 23]
[109891, 16]
[109891, 25]
[109939, 21]
[109990, 36]
[109990, 34]
[110166, 21]
[110166, 13]
[110166, 33]
[110560, 12]
[110829, 16]
[110912, 13]
[110912, 36]
[111111, 12]
[111158, 31]
[111388, 32]
[111407, 34]
[111407, 28]
[111497, 21]
[111957, 20]
[112169, 26]
[112220, 28]
[112408, 16]
[112901, 29]
[113275, 30]
[113413, 11]
[113420, 12]
[113445, 24]
[113474, 12]
[113645, 31]
[114023, 37]
[114023, 11]
[114298, 17]
[114298, 34]
[114499, 26]
[114550, 37]
[114626, 37]
[114656, 11]
[114732, 31]
[114732, 32]
[114783, 26]
[114786, 12]
[114945, 36]
[114953, 36]
[114961, 33]
[115015, 15]
[115033, 22]
[115356, 28]
[115570, 34]
[115769, 11]
[115857, 36]
[115927, 28]
[116045, 21]
[116075, 30]
[116228, 23]
[116337, 23]
[116357, 12]
[116389, 28]
[116591, 28]
[116665, 16]
[116865, 26]
[116990, 35]
[117119, 16]
[117136, 25]
[117138, 34]
[117162, 30]
[117431, 22]
[117437, 32]
[117806, 18]
[118244, 37]
[118492, 27]
[118536, 20]
[118655, 15]
[118664, 11]
[119033, 22]
[119148, 24]
[119154, 30]
[119289, 17]
[119431, 28]
[119618, 16]
[119948, 29]
[119963, 37]
[120037, 32]
[120099, 36]
[120122, 19]
[120261, 17]
[120352, 15]
[120556, 29]
[120754, 14]
[120754, 22]
[120780, 27]
[120859, 33]
[120993, 22]
[121106, 19]
[121668, 33]
[121668, 21]
[122020, 37]
[122069, 25]
[122658, 15]
[122785, 16]
[122911, 32]
[122911, 25]
[122911, 30]
[123114, 18]
[123256, 31]
[123328, 25]
[123542, 37]
[123680, 27]
[123829, 26]
[123886, 26]
[123897, 18]
[124147, 22]
[124255, 31]
[124696, 25]
[124799, 32]
[124832, 15]
[124832, 17]
[125141, 16]
[125521, 33]
[125634, 36]
[125656, 19]
[125883, 32]
[126080, 34]
[126155, 37]
[126231, 14]
[126567, 24]
[126615, 19]
[126894, 21]
[126899, 18]
[127164, 14]
[127260, 20]
[127260, 28]
[127465, 19]
[127528, 12]
[127561, 32]
[127561, 18]
[127561, 15]
[127561, 19]
[127947, 19]
[128018, 11]
[128018, 16]
[128332, 29]
[128572, 15]
[128898, 13]
[128969, 35]
[129067, 29]
[129226, 20]
[129363, 18]
[129363, 19]
[129683, 31]
[129905, 26]
[129987, 14]
[130021, 17]
[130079, 21]
[130108, 16]
[130108, 24]
[130268, 27]
[130339, 12]
[130914, 23]
[131206, 21]
[131435, 33]
[131922, 32]
[131992, 20]
[132063, 26]
[132223, 35]
[132868, 34]
[132900, 37]
[132986, 28]
[133031, 21]
[133188, 31]
[133399, 11]
[133412, 14]
[133700, 32]
[133741, 17]
[133741, 25]
[133931, 30]
[133931, 21]
[134099, 19]
[134152, 17]
[134301, 32]
[134318, 15]
[134318, 37]
[134318, 14]
[134451, 28]
[134503, 31]
[134513, 19]
[134713, 12]
[134950, 19]
[135017, 16]
[135133, 27]
[135232, 32]
[135484, 25]
[135503, 37]
[135575, 21]
[135575, 18]
[135602, 17]
[135747, 19]
[136042, 31]
[136042, 29]
[136058, 18]
[136060, 32]
[136076, 19]
[136128, 29]
[136253, 13]
[136261, 37]
[136455, 29]
[136502, 16]
[136535, 17]
[136752, 27]
[136777, 37]
[136945, 32]
[136968, 30]
[137120, 15]
[137167, 27]
[137235, 17]
[137243, 17]
[137310, 14]
[137660, 23]
[137660, 12]
[137660, 33]
[137660, 17]
[137734, 16]
[137921, 22]
[137930, 36]
[137963, 19]
[138155, 25]
[138202, 26]
[138382, 14]
[138651, 13]
[138743, 22]
[138842, 23]
[138887, 25]
[138940, 15]
[138996, 31]
[139157, 19]
[139276, 19]
[139442, 15]
[139460, 32]
[139562, 33]
[139646, 15]
[140017, 25]
[140017, 24]
[140315, 32]
[140495, 31]
[140611, 35]
[140693, 36]
[140741, 15]
[140792, 11]
[140913, 27]
[141260, 14]
[141282, 37]
[141450, 13]
[141450, 35]
[141707, 23]
[141762, 21]
[141974, 11]
[141978, 18]
[142576, 20]
[142587, 28]
[142640, 31]
[142764, 20]
[143011, 25]
[143162, 11]
[143413, 29]
[143550, 31]
[143592, 16]
[143639, 32]
[143799, 35]
[143981, 26]
[144074, 12]
[144202, 34]
[144232, 17]
[144233, 34]
[144247, 12]
[144367, 23]
[144552, 29]
[144870, 31]
[144923, 35]
[145325, 18]
[145661, 27]
[145661, 26]
[145748, 28]
[145757, 27]
[145930, 12]
[145977, 31]
[146011, 13]
[146068, 17]
[146078, 35]
[146296, 31]
[146368, 31]
[146368, 28]
[146570, 35]
[146692, 22]
[146692, 32]
[146968, 33]
[146968, 23]
[147251, 31]
[147326, 37]
[147377, 31]
[147589, 24]
[147748, 15]
[147960, 26]
[148102, 36]
[148280, 36]
[148627, 22]
[148676, 17]
[149034, 20]
[149039, 14]
[149061, 12]
[149207, 19]
[149593, 19]
[149714, 22]
[149887, 30]
[149942, 35]
[150191, 22]
[150246, 19]
[150378, 35]
[150378, 16]
[150443, 28]
[150516, 21]
[150944, 25]
[151127, 32]
[151408, 16]
[151426, 31]
[151565, 22]
[151662, 31]
[151823, 12]
[151937, 34]
[151937, 30]
[151995, 35]
[152389, 19]
[152604, 34]
[152644, 14]
[152833, 26]
[152891, 23]
[153015, 37]
[153122, 31]
[153273, 25]
[153290, 16]
[153455, 23]
[153635, 28]
[153980, 13]
[154093, 30]
[154099, 27]
[154590, 37]
[154923, 13]
[155133, 24]
[155163, 27]
[155491, 35]
[155561, 23]
[155577, 22]
[155653, 28]
[155863, 13]
[156114, 15]
[156114, 18]
[156114, 22]
[156114, 23]
[156114, 36]
[156160, 25]
[156215, 17]
[156272, 11]
[156328, 33]
[156705, 14]
[156798, 21]
[156927, 34]
[157068, 25]
[157082, 37]
[157142, 19]
[157282, 15]
[157456, 28]
[157472, 32]
[157537, 18]
[157626, 20]
[157726, 30]
[157832, 19]
[157832, 13]
[157995, 19]
[158061, 14]
[158086, 15]
[158326, 36]
[158447, 24]
[158586, 34]
[158596, 12]
[158783, 14]
[158825, 13]
[158915, 31]
[158922, 28]
[158922, 16]
[158933, 25]
[159068, 34]
[159118, 14]
[159911, 29]
[159979, 13]
[160087, 30]
[160218, 37]
[160304, 35]
[160401, 37]
[161023, 15]
[161089, 22]
[161155, 11]
[161155, 18]
[161349, 28]
[161408, 28]
[161522, 32]
[161754, 13]
[161946, 29]
[162184, 22]
[162220, 21]
[162347, 27]
[162347, 16]
[162449, 18]
[162463, 37]
[162476, 18]
[162572, 36]
[162713, 11]
[162820, 33]
[162898, 35]
[162905, 23]
[163300, 20]
[163607, 29]
[163630, 14]
[163647, 14]
[163649, 37]
[163657, 19]
[163673, 25]
[163733, 14]
[163811, 14]
[164184, 17]
[164394, 36]
[164426, 30]
[164511, 32]
[164563, 11]
[164611, 24]
[164628, 29]
[164656, 29]
[164861, 27]
[164937, 37]
[165272, 18]
[165499, 16]
[165500, 35]
[165500, 15]
[165500, 15]
[165587, 36]
[165587, 24]
[165680, 32]
[165830, 36]
[165977, 28]
[165998, 27]
[166040, 30]
[166106, 14]
[166158, 12]
[166218, 11]
[166240, 14]
[166314, 36]
[166357, 27]
[166469, 21]
[166513, 14]
[166550, 27]
[167015, 20]
[167267, 11]
[167267, 36]
[167318, 20]
[167378, 33]
[167433, 26]
[167647, 18]
[167701, 26]
[167712, 31]
[168051, 34]
[168392, 31]
[168454, 28]
[168528, 12]
[168595, 20]
[168620, 29]
[168691, 21]
[168710, 16]
[169088, 33]
[169959, 23]
[169988, 19]
[170000, 21]
[170079, 36]
[170108, 29]
[170116, 14]
[170831, 14]
[170922, 20]
[170929, 25]
[171005, 25]
[171033, 29]
[171055, 27]
[171072, 28]
[171094, 32]
[171338, 36]
[171447, 21]
[171617, 36]
[171730, 32]
[171772, 11]
[171861, 34]
[172031, 11]
[172167, 36]
[172306, 23]
[172341, 14]
[172721, 25]
[173339, 16]
[173389, 11]
[173395, 13]
[173607, 31]
[173608, 29]
[173637, 30]
[173709, 17]
[173800, 37]
[173899, 24]
[173899, 20]
[173945, 27]
[173959, 18]
[174007, 13]
[174025, 31]
[174307, 26]
[174360, 17]
[174455, 25]
[174480, 13]
[174595, 17]
[174724, 33]
[174809, 13]
[174910, 25]
[175019, 27]
[175064, 22]
[175188, 13]
[175252, 12]
[175365, 32]
[175378, 29]
[175395, 25]
[175506, 37]
[175682, 37]
[175791, 35]
[176062, 36]
[176062, 31]
[176080, 35]
[176182, 32]
[176243, 24]
[176305, 16]
[176305, 37]
[176368, 25]
[176371, 21]
[176604, 19]
[176754, 12]
[176958, 32]
[176958, 18]
[176972, 34]
[176998, 19]
[177558, 33]
[177586, 19]
[177586, 12]
[177586, 15]
[177586, 15]
[177586, 19]
[177586, 32]
[177586, 11]
[177682, 15]
[177825, 14]
[178039, 30]
[178039, 30]
[178087, 29]
[178160, 22]
[178318, 14]
[178405, 14]
[178525, 17]
[178956, 25]
[179021, 13]
[179211, 32]
[179237, 30]
[179671, 34]
[179760, 27]
[179815, 33]
[179815, 11]
[179815, 18]
[179815, 14]
[179846, 13]
[179871, 13]
[180055, 28]
[180091, 26]
[180525, 25]
[180604, 18]
[180867, 35]
[180867, 14]
[181044, 17]
[181075, 22]
[181156, 21]
[181383, 28]
[181431, 19]
[181442, 28]
[181511, 36]
[181559, 23]
[181685, 11]
[181796, 12]
[181796, 34]
[181796, 18]
[181796, 36]
[181796, 20]
[181797, 24]
[181811, 12]
[181817, 11]
[181915, 23]
[182004, 15]
[182184, 37]
[182184, 13]
[182184, 27]
[182416, 36]
[182533, 37]
[182652, 20]
[182714, 34]
[182719, 19]
[182844, 29]
[182921, 17]
[182921, 22]
[182921, 26]
[182921, 18]
[183136, 21]
[183148, 25]
[183175, 17]
[183393, 26]
[183393, 26]
[183399, 37]
[183574, 32]
[183832, 34]
[183844, 19]
[183853, 19]
[183856, 15]
[183915, 16]
[183926, 19]
[184125, 21]
[184576, 12]
[184764, 31]
[184764, 12]
[184764, 29]
[184849, 33]
[184852, 35]
[185043, 37]
[185107, 26]
[185289, 28]
[185289, 21]
[185362, 12]
[185362, 18]
[185362, 20]
[185626, 13]
[185694, 37]
[185859, 25]
[185859, 30]
[185859, 31]
[186088, 13]
[186419, 36]
[186502, 18]
[186502, 15]
[186552, 24]
[186562, 15]
[186562, 17]
[186851, 36]
[187042, 17]
[187088, 19]
[187257, 14]
[187257, 17]
[187454, 18]
[187515, 22]
[187515, 27]
[187566, 19]
[187567, 14]
[187609, 12]
[187613, 23]
[187977, 11]
[188082, 13]
[188214, 20]
[188336, 12]
[188339, 31]
[188526, 37]
[188623, 25]
[188722, 33]
[188852, 13]
[188907, 15]
[189031, 36]
[189031, 13]
[189108, 20]
[189179, 32]
[189306, 21]
[189345, 24]
[189345, 20]
[189418, 21]
[189418, 35]
[189484, 23]
[189524, 22]
[189703, 32]
[189709, 34]
[189744, 31]
[189771, 13]
[189834, 31]
[189847, 22]
[189881, 12]
[190135, 31]
[190135, 16]
[190207, 37]
[190305, 37]
[190439, 15]
[190509, 28]
[190509, 20]
[190509, 31]
[190509, 29]
[190509, 31]
[190532, 35]
[190532, 13]
[190767, 12]
[190972, 30]
[191028, 31]
[191090, 22]
[191142, 21]
[191304, 28]
[191313, 18]
[191446, 25]
[191482, 23]
[191482, 15]
[191498, 29]
[191727, 14]
[191746, 22]
[191842, 24]
[192205, 14]
[192450, 25]
[192645, 29]
[192666, 13]
[192685, 18]
[192807, 19]
[193076, 23]
[193269, 36]
[193269, 32]
[193269, 28]
[193377, 33]
[193390, 25]
[193632, 28]
[193754, 15]
[193974, 26]
[193974, 24]
[193998, 20]
[193998, 19]
[194026, 25]
[194071, 25]
[194256, 17]
[194366, 25]
[195211, 36]
[195218, 11]
[195578, 31]
[195648, 28]
[195810, 11]
[196062, 34]
[196067, 22]
[196070, 22]
[196193, 26]
[196193, 20]
[196193, 32]
[196334, 23]
[196540, 13]
[196586, 13]
[196680, 13]
[196794, 14]
[196938, 26]
[197245, 24]
[197286, 29]
[197449, 37]
[197472, 14]
[197543, 29]
[197552, 21]
[197616, 16]
[198317, 28]
[198841, 37]
[198915, 19]
[198928, 23]
[198928, 19]
[198972, 13]
